imgPath,bboxTLX,bboxTLY,bboxBRX,bboxBRY,imgKeyptX,imgKeyptY,keyptClass,objClass,azimuthClass,elevationClass,rotationClass
Images/aeroplane_pascal/2008_000716.jpg,297,115,482,181,478.743542,122.817343,2,0,81,353,2
Images/aeroplane_pascal/2008_000716.jpg,297,115,482,181,302.544280,163.407749,3,0,81,353,2
Images/aeroplane_pascal/2008_000716.jpg,297,115,482,181,443.688192,148.647601,5,0,81,353,2
Images/aeroplane_pascal/2008_000716.jpg,297,115,482,181,475.053506,156.950185,7,0,81,353,2
Images/aeroplane_pascal/2008_000756.jpg,367,214,475,252,373.577491,233.378229,1,0,282,9,359
Images/aeroplane_pascal/2008_000756.jpg,367,214,475,252,368.964945,217.695572,2,0,282,9,359
Images/aeroplane_pascal/2008_000756.jpg,367,214,475,252,473.208487,243.525830,3,0,282,9,359
Images/aeroplane_pascal/2008_000756.jpg,367,214,475,252,389.260148,241.680812,4,0,282,9,359
Images/aeroplane_pascal/2008_000756.jpg,367,214,475,252,380.957565,228.765683,5,0,282,9,359
Images/aeroplane_pascal/2008_000756.jpg,367,214,475,252,374.500000,236.145756,7,0,282,9,359
Images/aeroplane_pascal/2008_000756.jpg,0,98,424,264,130.035055,147.584871,4,0,235,359,359
Images/aeroplane_pascal/2008_001054.jpg,0,54,499,307,455.680812,101.424354,3,0,307,350,6
Images/aeroplane_pascal/2008_001054.jpg,0,54,499,307,91.289668,175.225092,5,0,307,350,6
Images/aeroplane_pascal/2008_001448.jpg,331,125,468,168,334.832103,154.950185,0,0,180,15,4
Images/aeroplane_pascal/2008_001448.jpg,331,125,468,168,402.175277,162.330258,1,0,180,15,4
Images/aeroplane_pascal/2008_001448.jpg,331,125,468,168,464.905904,144.802583,4,0,180,15,4
Images/aeroplane_pascal/2008_001448.jpg,331,125,468,168,368.964945,165.097786,6,0,180,15,4
Images/aeroplane_pascal/2008_001448.jpg,331,125,468,168,433.540590,159.562731,7,0,180,15,4
Images/aeroplane_pascal/2008_001448.jpg,0,88,297,168,1.806273,146.647601,0,0,195,14,8
Images/aeroplane_pascal/2008_001448.jpg,0,88,297,168,122.654982,161.407749,1,0,195,14,8
Images/aeroplane_pascal/2008_001448.jpg,0,88,297,168,114.352399,112.514760,2,0,195,14,8
Images/aeroplane_pascal/2008_001448.jpg,0,88,297,168,294.241697,125.429889,4,0,195,14,8
Images/aeroplane_pascal/2008_001448.jpg,0,88,297,168,131.880074,137.422509,5,0,195,14,8
Images/aeroplane_pascal/2008_001448.jpg,0,88,297,168,73.761993,157.717712,6,0,195,14,8
Images/aeroplane_pascal/2008_001448.jpg,0,88,297,168,168.780443,148.492620,7,0,195,14,8
Images/aeroplane_pascal/2008_001719.jpg,48,20,375,219,262.556836,208.325653,0,0,107,39,16
Images/aeroplane_pascal/2008_001719.jpg,48,20,375,219,310.175883,53.947773,2,0,107,39,16
Images/aeroplane_pascal/2008_001719.jpg,48,20,375,219,53.647465,148.417819,3,0,107,39,16
Images/aeroplane_pascal/2008_001719.jpg,48,20,375,219,288.670507,25.529954,4,0,107,39,16
Images/aeroplane_pascal/2008_001719.jpg,48,20,375,219,257.948541,105.407066,5,0,107,39,16
Images/aeroplane_pascal/2008_001719.jpg,48,20,375,219,356.258833,157.634409,6,0,107,39,16
Images/aeroplane_pascal/2008_001719.jpg,48,20,375,219,367.779570,59.324117,7,0,107,39,16
Images/aeroplane_pascal/2008_001801.jpg,0,118,388,233,110.577482,169.748184,0,0,243,0,2
Images/aeroplane_pascal/2008_001801.jpg,0,118,388,233,337.575061,206.975787,3,0,243,0,2
Images/aeroplane_pascal/2008_001801.jpg,0,118,388,233,304.887409,187.000000,4,0,243,0,2
Images/aeroplane_pascal/2008_001801.jpg,0,118,388,233,27.950363,148.864407,5,0,243,0,2
Images/aeroplane_pascal/2008_001801.jpg,316,144,499,205,438.361985,147.048426,2,0,0,1,358
Images/aeroplane_pascal/2008_001801.jpg,316,144,499,205,444.717918,196.987893,3,0,0,1,358
Images/aeroplane_pascal/2008_001801.jpg,316,144,499,205,341.207022,178.828087,4,0,0,1,358
Images/aeroplane_pascal/2008_001801.jpg,316,144,499,205,467.417676,173.380145,6,0,0,1,358
Images/aeroplane_pascal/2008_001801.jpg,316,144,499,205,412.938257,173.380145,7,0,0,1,358
Images/aeroplane_pascal/2008_002000.jpg,32,83,456,293,94.057196,159.324723,2,0,315,352,3
Images/aeroplane_pascal/2008_002000.jpg,32,83,456,293,422.470480,161.169742,3,0,315,352,3
Images/aeroplane_pascal/2008_002000.jpg,32,83,456,293,66.381919,114.121771,4,0,315,352,3
Images/aeroplane_pascal/2008_002000.jpg,32,83,456,293,135.570111,201.760148,5,0,315,352,3
Images/aeroplane_pascal/2008_002000.jpg,32,83,456,293,68.226937,222.055351,7,0,315,352,3
Images/aeroplane_pascal/2008_002000.jpg,419,164,482,198,452.682657,172.701107,0,0,72,1,353
Images/aeroplane_pascal/2008_002000.jpg,419,164,482,198,474.361624,180.542435,1,0,72,1,353
Images/aeroplane_pascal/2008_002000.jpg,419,164,482,198,478.974170,166.243542,2,0,72,1,353
Images/aeroplane_pascal/2008_002000.jpg,419,164,482,198,464.214022,176.391144,5,0,72,1,353
Images/aeroplane_pascal/2008_002000.jpg,419,164,482,198,477.129151,184.232472,6,0,72,1,353
Images/aeroplane_pascal/2008_002195.jpg,372,9,439,43,389.375461,29.269834,1,0,210,0,356
Images/aeroplane_pascal/2008_002195.jpg,372,9,439,43,393.526753,11.050277,2,0,210,0,356
Images/aeroplane_pascal/2008_002195.jpg,372,9,439,43,398.600554,27.424815,5,0,210,0,356
Images/aeroplane_pascal/2008_002195.jpg,372,9,439,43,377.844096,28.116697,6,0,210,0,356
Images/aeroplane_pascal/2008_002195.jpg,372,9,439,43,402.982472,28.347325,7,0,210,0,356
Images/aeroplane_pascal/2008_002195.jpg,276,9,337,39,289.052583,27.655443,1,0,230,3,354
Images/aeroplane_pascal/2008_002195.jpg,276,9,337,39,291.128229,10.589022,2,0,230,3,354
Images/aeroplane_pascal/2008_002195.jpg,276,9,337,39,336.100554,29.961716,3,0,230,3,354
Images/aeroplane_pascal/2008_002195.jpg,276,9,337,39,322.954797,30.653598,4,0,230,3,354
Images/aeroplane_pascal/2008_002195.jpg,276,9,337,39,299.892066,23.965406,5,0,230,3,354
Images/aeroplane_pascal/2008_002195.jpg,276,9,337,39,283.517528,26.963561,6,0,230,3,354
Images/aeroplane_pascal/2008_002195.jpg,276,9,337,39,296.893911,25.579797,7,0,230,3,354
Images/aeroplane_pascal/2008_002195.jpg,196,10,251,35,210.408672,26.271679,1,0,222,2,355
Images/aeroplane_pascal/2008_002195.jpg,196,10,251,35,210.869926,11.280904,2,0,222,2,355
Images/aeroplane_pascal/2008_002195.jpg,196,10,251,35,237.853321,27.424815,4,0,222,2,355
Images/aeroplane_pascal/2008_002195.jpg,196,10,251,35,216.866236,21.659133,5,0,222,2,355
Images/aeroplane_pascal/2008_002195.jpg,196,10,251,35,200.491697,24.887915,6,0,222,2,355
Images/aeroplane_pascal/2008_002195.jpg,196,10,251,35,215.482472,24.887915,7,0,222,2,355
Images/aeroplane_pascal/2008_002195.jpg,86,6,150,38,89.790590,7.821494,2,0,300,5,358
Images/aeroplane_pascal/2008_002195.jpg,86,6,150,38,149.061808,28.347325,3,0,300,5,358
Images/aeroplane_pascal/2008_002195.jpg,86,6,150,38,89.790590,24.426661,4,0,300,5,358
Images/aeroplane_pascal/2008_002195.jpg,86,6,150,38,98.554428,19.352860,5,0,300,5,358
Images/aeroplane_pascal/2008_002195.jpg,39,0,109,44,79.412362,33.651753,0,0,58,6,0
Images/aeroplane_pascal/2008_002195.jpg,39,0,109,44,41.128229,16.354705,5,0,58,6,0
Images/aeroplane_pascal/2008_002195.jpg,39,0,109,44,107.087638,23.734779,6,0,58,6,0
Images/aeroplane_pascal/2008_002221.jpg,120,124,380,253,254.573801,249.730627,0,0,279,328,3
Images/aeroplane_pascal/2008_002221.jpg,120,124,380,253,137.415129,203.605166,1,0,279,328,3
Images/aeroplane_pascal/2008_002221.jpg,120,124,380,253,134.647601,172.239852,2,0,279,328,3
Images/aeroplane_pascal/2008_002221.jpg,120,124,380,253,377.267528,177.774908,3,0,279,328,3
Images/aeroplane_pascal/2008_002221.jpg,120,124,380,253,205.680812,127.959410,4,0,279,328,3
Images/aeroplane_pascal/2008_002221.jpg,120,124,380,253,176.160517,192.535055,5,0,279,328,3
Images/aeroplane_pascal/2008_002221.jpg,120,124,380,253,143.872694,220.210332,6,0,279,328,3
Images/aeroplane_pascal/2008_002221.jpg,120,124,380,253,123.577491,180.542435,7,0,279,328,3
Images/aeroplane_pascal/2008_002698.jpg,155,177,280,243,234.047970,236.815498,0,0,270,336,18
Images/aeroplane_pascal/2008_002698.jpg,155,177,280,243,158.863469,237.738007,1,0,270,336,18
Images/aeroplane_pascal/2008_002698.jpg,155,177,280,243,155.634686,218.826568,2,0,270,336,18
Images/aeroplane_pascal/2008_002698.jpg,155,177,280,243,274.177122,198.531365,3,0,270,336,18
Images/aeroplane_pascal/2008_002698.jpg,155,177,280,243,215.597786,182.848708,4,0,270,336,18
Images/aeroplane_pascal/2008_002698.jpg,155,177,280,243,174.084871,225.745387,5,0,270,336,18
Images/aeroplane_pascal/2008_002698.jpg,155,177,280,243,156.557196,225.284133,7,0,270,336,18
Images/aeroplane_pascal/2008_002719.jpg,209,33,474,249,391.105166,36.848708,0,0,63,306,24
Images/aeroplane_pascal/2008_002719.jpg,209,33,474,249,451.990775,147.549815,1,0,63,306,24
Images/aeroplane_pascal/2008_002719.jpg,209,33,474,249,447.378229,115.261993,2,0,63,306,24
Images/aeroplane_pascal/2008_002719.jpg,209,33,474,249,213.983395,153.084871,3,0,63,306,24
Images/aeroplane_pascal/2008_002719.jpg,209,33,474,249,356.049815,247.180812,4,0,63,306,24
Images/aeroplane_pascal/2008_002719.jpg,209,33,474,249,414.167897,136.479705,5,0,63,306,24
Images/aeroplane_pascal/2008_002719.jpg,209,33,474,249,469.518450,100.501845,6,0,63,306,24
Images/aeroplane_pascal/2008_002719.jpg,209,33,474,249,451.068266,182.605166,7,0,63,306,24
Images/aeroplane_pascal/2008_002977.jpg,0,0,493,374,438.361985,101.648910,0,0,315,346,4
Images/aeroplane_pascal/2008_002977.jpg,0,0,493,374,11.606538,158.852300,2,0,315,346,4
Images/aeroplane_pascal/2008_002977.jpg,0,0,493,374,456.521792,144.324455,3,0,315,346,4
Images/aeroplane_pascal/2008_002977.jpg,0,0,493,374,44.294189,206.975787,5,0,315,346,4
Images/aeroplane_pascal/2008_003033.jpg,10,35,499,135,493.503690,45.747232,0,0,53,357,1
Images/aeroplane_pascal/2008_003033.jpg,10,35,499,135,332.064576,78.035055,1,0,53,357,1
Images/aeroplane_pascal/2008_003033.jpg,10,35,499,135,22.101476,76.190037,3,0,53,357,1
Images/aeroplane_pascal/2008_003041.jpg,19,85,499,316,28.559041,216.738007,3,0,60,10,359
Images/aeroplane_pascal/2008_003041.jpg,19,85,499,316,495.348708,114.339483,5,0,60,10,359
Images/aeroplane_pascal/2008_003059.jpg,143,114,270,174,265.413284,150.856089,0,0,37,337,356
Images/aeroplane_pascal/2008_003059.jpg,143,114,270,174,240.966790,167.461255,1,0,37,337,356
Images/aeroplane_pascal/2008_003059.jpg,143,114,270,174,145.487085,115.800738,3,0,37,337,356
Images/aeroplane_pascal/2008_003196.jpg,97,61,348,152,337.330977,105.553018,0,0,10,352,4
Images/aeroplane_pascal/2008_003196.jpg,97,61,348,152,241.447200,70.201928,2,0,10,352,4
Images/aeroplane_pascal/2008_003196.jpg,97,61,348,152,177.321604,95.867034,3,0,10,352,4
Images/aeroplane_pascal/2008_003196.jpg,97,61,348,152,106.619425,130.249601,4,0,10,352,4
Images/aeroplane_pascal/2008_003196.jpg,97,61,348,152,225.466570,91.509434,5,0,10,352,4
Images/aeroplane_pascal/2008_003196.jpg,97,61,348,152,295.684488,127.344785,6,0,10,352,4
Images/aeroplane_pascal/2008_003196.jpg,97,61,348,152,180.008475,140.904358,7,0,10,352,4
Images/aeroplane_pascal/2008_003261.jpg,16,67,489,222,306.234317,177.070111,0,0,95,5,4
Images/aeroplane_pascal/2008_003261.jpg,16,67,489,222,449.223247,152.162362,1,0,95,5,4
Images/aeroplane_pascal/2008_003261.jpg,16,67,489,222,456.603321,71.904059,2,0,95,5,4
Images/aeroplane_pascal/2008_003261.jpg,16,67,489,222,22.101476,185.372694,3,0,95,5,4
Images/aeroplane_pascal/2008_003261.jpg,16,67,489,222,386.492620,133.712177,5,0,95,5,4
Images/aeroplane_pascal/2008_003261.jpg,16,67,489,222,480.588561,149.394834,6,0,95,5,4
Images/aeroplane_pascal/2008_003275.jpg,289,244,355,272,295.740775,256.880074,1,0,253,350,6
Images/aeroplane_pascal/2008_003275.jpg,289,244,355,272,292.050738,246.501845,2,0,253,350,6
Images/aeroplane_pascal/2008_003275.jpg,289,244,355,272,350.860701,256.418819,3,0,253,350,6
Images/aeroplane_pascal/2008_003275.jpg,289,244,355,272,302.659594,253.190037,5,0,253,350,6
Images/aeroplane_pascal/2008_003275.jpg,289,244,355,272,298.277675,255.957565,7,0,253,350,6
Images/aeroplane_pascal/2008_003478.jpg,0,45,219,120,74.684502,60.616236,0,0,240,2,8
Images/aeroplane_pascal/2008_003478.jpg,0,45,219,120,1.806273,57.848708,2,0,240,2,8
Images/aeroplane_pascal/2008_003478.jpg,0,45,219,120,192.765683,73.531365,3,0,240,2,8
Images/aeroplane_pascal/2008_003478.jpg,0,45,219,120,212.138376,48.623616,4,0,240,2,8
Images/aeroplane_pascal/2008_003478.jpg,0,45,219,120,37.784133,84.601476,5,0,240,2,8
Images/aeroplane_pascal/2008_003478.jpg,0,45,219,120,24.869004,92.904059,7,0,240,2,8
Images/aeroplane_pascal/2008_003575.jpg,0,89,499,292,463.785714,194.263923,1,0,49,351,3
Images/aeroplane_pascal/2008_003575.jpg,0,89,499,292,447.441889,94.384988,2,0,49,351,3
Images/aeroplane_pascal/2008_003575.jpg,0,89,499,292,7.066586,202.435835,3,0,49,351,3
Images/aeroplane_pascal/2008_003575.jpg,0,89,499,292,418.386199,147.956416,5,0,49,351,3
Images/aeroplane_pascal/2008_003575.jpg,0,89,499,292,463.785714,167.024213,6,0,49,351,3
Images/aeroplane_pascal/2008_003655.jpg,0,172,416,262,413.245387,209.780443,3,0,325,359,2
Images/aeroplane_pascal/2008_003655.jpg,0,172,416,262,7.341328,212.547970,4,0,325,359,2
Images/aeroplane_pascal/2008_003688.jpg,86,145,437,281,92.212177,220.210332,0,0,139,0,359
Images/aeroplane_pascal/2008_003688.jpg,86,145,437,281,436.308118,240.505535,1,0,139,0,359
Images/aeroplane_pascal/2008_003688.jpg,86,145,437,281,425.238007,150.099631,2,0,139,0,359
Images/aeroplane_pascal/2008_003688.jpg,86,145,437,281,199.223247,226.667897,3,0,139,0,359
Images/aeroplane_pascal/2008_003688.jpg,86,145,437,281,386.492620,191.612546,5,0,139,0,359
Images/aeroplane_pascal/2008_003688.jpg,86,145,437,281,324.684502,217.442804,6,0,139,0,359
Images/aeroplane_pascal/2008_003703.jpg,14,82,487,216,38.706642,149.549815,1,0,270,3,0
Images/aeroplane_pascal/2008_003703.jpg,14,82,487,216,25.791513,85.896679,2,0,270,3,0
Images/aeroplane_pascal/2008_003703.jpg,14,82,487,216,482.433579,167.077491,3,0,270,3,0
Images/aeroplane_pascal/2008_003703.jpg,14,82,487,216,170.625461,168.922509,4,0,270,3,0
Images/aeroplane_pascal/2008_003703.jpg,14,82,487,216,121.732472,144.937269,5,0,270,3,0
Images/aeroplane_pascal/2008_003703.jpg,14,82,487,216,21.178967,151.394834,7,0,270,3,0
Images/aeroplane_pascal/2008_003729.jpg,45,53,454,200,449.223247,149.555351,0,0,0,2,2
Images/aeroplane_pascal/2008_003729.jpg,45,53,454,200,247.193727,55.459410,2,0,0,2,2
Images/aeroplane_pascal/2008_003729.jpg,45,53,454,200,249.961255,157.857934,3,0,0,2,2
Images/aeroplane_pascal/2008_003729.jpg,45,53,454,200,51.621771,163.392989,4,0,0,2,2
Images/aeroplane_pascal/2008_003729.jpg,45,53,454,200,316.381919,130.182657,6,0,0,2,2
Images/aeroplane_pascal/2008_003729.jpg,45,53,454,200,179.850554,132.027675,7,0,0,2,2
Images/aeroplane_pascal/2008_003788.jpg,12,85,487,235,394.795203,195.520295,0,0,68,7,358
Images/aeroplane_pascal/2008_003788.jpg,12,85,487,235,440.920664,181.682657,1,0,68,7,358
Images/aeroplane_pascal/2008_003788.jpg,12,85,487,235,455.680812,89.431734,2,0,68,7,358
Images/aeroplane_pascal/2008_003788.jpg,12,85,487,235,17.488930,191.830258,3,0,68,7,358
Images/aeroplane_pascal/2008_003788.jpg,12,85,487,235,389.260148,135.557196,5,0,68,7,358
Images/aeroplane_pascal/2008_003788.jpg,12,85,487,235,481.511070,164.154982,6,0,68,7,358
Images/aeroplane_pascal/2008_004000.jpg,24,62,499,259,36.638015,215.184019,0,0,164,1,358
Images/aeroplane_pascal/2008_004000.jpg,24,62,499,259,399.470944,195.832930,1,0,164,1,358
Images/aeroplane_pascal/2008_004000.jpg,24,62,499,259,397.052058,78.920097,2,0,164,1,358
Images/aeroplane_pascal/2008_004000.jpg,24,62,499,259,243.049637,190.188862,3,0,164,1,358
Images/aeroplane_pascal/2008_004000.jpg,24,62,499,259,362.381356,169.225182,5,0,164,1,358
Images/aeroplane_pascal/2008_004000.jpg,24,62,499,259,330.129540,166.806295,6,0,164,1,358
Images/aeroplane_pascal/2008_004000.jpg,24,62,499,259,439.785714,178.094431,7,0,164,1,358
Images/aeroplane_pascal/2008_004000.jpg,80,138,243,205,84.601476,188.601476,0,0,158,359,7
Images/aeroplane_pascal/2008_004000.jpg,80,138,243,205,202.682657,179.376384,1,0,158,359,7
Images/aeroplane_pascal/2008_004000.jpg,80,138,243,205,204.527675,142.014760,2,0,158,359,7
Images/aeroplane_pascal/2008_004000.jpg,80,138,243,205,198.531365,168.306273,5,0,158,359,7
Images/aeroplane_pascal/2008_004000.jpg,80,138,243,205,172.239852,139.708487,6,0,158,359,7
Images/aeroplane_pascal/2008_004000.jpg,80,138,243,205,239.583026,140.630996,7,0,158,359,7
Images/aeroplane_pascal/2008_004000.jpg,179,155,263,186,187.576568,157.005535,2,0,243,338,13
Images/aeroplane_pascal/2008_004000.jpg,179,155,263,186,207.410517,165.538745,5,0,243,338,13
Images/aeroplane_pascal/2008_004100.jpg,35,91,499,199,490.736162,139.669742,0,0,50,2,358
Images/aeroplane_pascal/2008_004100.jpg,35,91,499,199,40.551661,142.437269,3,0,50,2,358
Images/aeroplane_pascal/2008_004138.jpg,115,149,415,265,406.787823,261.723247,0,0,334,338,353
Images/aeroplane_pascal/2008_004138.jpg,115,149,415,265,208.448339,253.420664,1,0,334,338,353
Images/aeroplane_pascal/2008_004138.jpg,115,149,415,265,214.905904,182.387454,2,0,334,338,353
Images/aeroplane_pascal/2008_004138.jpg,115,149,415,265,370.809963,161.169742,3,0,334,338,353
Images/aeroplane_pascal/2008_004138.jpg,115,149,415,265,123.577491,175.007380,4,0,334,338,353
Images/aeroplane_pascal/2008_004138.jpg,115,149,415,265,265.643911,263.568266,6,0,334,338,353
Images/aeroplane_pascal/2008_004138.jpg,115,149,415,265,145.717712,226.667897,7,0,334,338,353
Images/aeroplane_pascal/2008_004165.jpg,40,106,439,243,43.319188,189.830258,1,0,240,1,0
Images/aeroplane_pascal/2008_004165.jpg,40,106,439,243,79.297048,110.494465,2,0,240,1,0
Images/aeroplane_pascal/2008_004165.jpg,40,106,439,243,375.422509,180.605166,3,0,240,1,0
Images/aeroplane_pascal/2008_004165.jpg,40,106,439,243,431.695572,188.907749,4,0,240,1,0
Images/aeroplane_pascal/2008_004165.jpg,40,106,439,243,110.662362,171.380074,5,0,240,1,0
Images/aeroplane_pascal/2008_004165.jpg,40,106,439,243,70.994465,180.605166,7,0,240,1,0
Images/aeroplane_pascal/2008_004239.jpg,145,157,430,250,389.260148,184.070111,0,0,50,0,358
Images/aeroplane_pascal/2008_004239.jpg,145,157,430,250,409.555351,162.852399,2,0,50,0,358
Images/aeroplane_pascal/2008_004239.jpg,145,157,430,250,219.518450,209.900369,3,0,50,0,358
Images/aeroplane_pascal/2008_004239.jpg,145,157,430,250,416.012915,209.900369,6,0,50,0,358
Images/aeroplane_pascal/2008_004378.jpg,132,23,433,207,226.898524,30.813653,0,0,97,341,359
Images/aeroplane_pascal/2008_004378.jpg,132,23,433,207,403.097786,85.241697,2,0,97,341,359
Images/aeroplane_pascal/2008_004378.jpg,132,23,433,207,134.647601,130.444649,3,0,97,341,359
Images/aeroplane_pascal/2008_004378.jpg,132,23,433,207,374.500000,114.761993,5,0,97,341,359
Images/aeroplane_pascal/2008_004378.jpg,132,23,433,207,425.238007,113.839483,6,0,97,341,359
Images/aeroplane_pascal/2008_004378.jpg,293,213,397,241,351.667897,225.924354,3,0,352,355,358
Images/aeroplane_pascal/2008_004378.jpg,293,213,397,241,297.239852,216.238007,4,0,352,355,358
Images/aeroplane_pascal/2008_004378.jpg,293,213,397,241,325.376384,230.536900,7,0,352,355,358
Images/aeroplane_pascal/2008_004532.jpg,80,16,155,51,139.952030,30.628229,0,0,75,337,344
Images/aeroplane_pascal/2008_004532.jpg,80,16,155,51,146.870849,47.694649,1,0,75,337,344
Images/aeroplane_pascal/2008_004532.jpg,80,16,155,51,149.177122,35.240775,2,0,75,337,344
Images/aeroplane_pascal/2008_004532.jpg,80,16,155,51,83.217712,20.480627,3,0,75,337,344
Images/aeroplane_pascal/2008_004532.jpg,80,16,155,51,139.490775,39.392066,5,0,75,337,344
Images/aeroplane_pascal/2008_004532.jpg,80,16,155,51,151.483395,45.849631,6,0,75,337,344
Images/aeroplane_pascal/2008_004631.jpg,34,52,492,202,39.622987,55.961462,2,0,243,356,1
Images/aeroplane_pascal/2008_004631.jpg,34,52,492,202,487.738007,166.339660,3,0,243,356,1
Images/aeroplane_pascal/2008_004631.jpg,34,52,492,202,317.873450,129.953588,4,0,243,356,1
Images/aeroplane_pascal/2008_004631.jpg,34,52,492,202,136.947710,129.762200,5,0,243,356,1
Images/aeroplane_pascal/2008_004631.jpg,34,52,492,202,57.848708,134.634686,7,0,243,356,1
Images/aeroplane_pascal/2008_004648.jpg,134,246,405,332,259.889282,250.633764,0,0,261,20,357
Images/aeroplane_pascal/2008_004648.jpg,134,246,405,332,136.802745,309.674354,1,0,261,20,357
Images/aeroplane_pascal/2008_004648.jpg,134,246,405,332,150.179128,264.932657,2,0,261,20,357
Images/aeroplane_pascal/2008_004648.jpg,134,246,405,332,401.033193,312.903137,3,0,261,20,357
Images/aeroplane_pascal/2008_004648.jpg,134,246,405,332,183.389460,299.988007,5,0,261,20,357
Images/aeroplane_pascal/2008_004648.jpg,134,246,405,332,161.683286,326.279520,7,0,261,20,357
Images/aeroplane_pascal/2008_004648.jpg,70,90,499,225,183.540590,127.254613,0,0,221,11,355
